model-name,setting,metric,step,value
centralised-beamsoup-coord,train,top-1-throughput,13,0.29984310269355774
centralised-beamsoup-coord,train,top-1-throughput,14,0.30813395977020264
centralised-beamsoup-coord,train,top-1-throughput,15,0.3020545244216919
centralised-beamsoup-coord,train,top-1-throughput,16,0.3055705726146698
centralised-beamsoup-coord,train,top-1-throughput,17,0.3111976683139801
centralised-beamsoup-coord,train,top-1-throughput,18,0.3211221694946289
centralised-beamsoup-coord,train,top-1-throughput,19,0.3177909255027771
centralised-beamsoup-coord,train,top-1-throughput,20,0.33152762055397034
centralised-beamsoup-coord,train,top-1-throughput,21,0.33086052536964417
centralised-beamsoup-coord,train,top-1-throughput,22,0.33256110548973083
centralised-beamsoup-coord,train,top-1-throughput,23,0.3287823498249054
centralised-beamsoup-coord,train,top-1-throughput,24,0.3356025815010071
centralised-beamsoup-coord,train,top-1-throughput,25,0.3350544571876526
centralised-beamsoup-coord,train,top-1-throughput,26,0.3341904282569885
centralised-beamsoup-coord,train,top-1-throughput,27,0.32762932777404785
centralised-beamsoup-coord,train,top-1-throughput,28,0.3316391408443451
centralised-beamsoup-coord,train,top-1-throughput,29,0.33315473794937134
centralised-beamsoup-coord,train,top-10-throughput,0,0.6255452632904053
centralised-beamsoup-coord,train,top-10-throughput,1,0.6910329461097717
centralised-beamsoup-coord,train,top-10-throughput,2,0.7200637459754944
centralised-beamsoup-coord,train,top-10-throughput,3,0.7415040731430054
centralised-beamsoup-coord,train,top-10-throughput,4,0.7601272463798523
centralised-beamsoup-coord,train,top-10-throughput,5,0.7719538807868958
centralised-beamsoup-coord,train,top-10-throughput,6,0.7837015986442566
centralised-beamsoup-coord,train,top-10-throughput,7,0.7957229614257812
centralised-beamsoup-coord,train,top-10-throughput,8,0.8031842708587646
centralised-beamsoup-coord,train,top-10-throughput,9,0.8156569004058838
centralised-beamsoup-coord,train,top-10-throughput,10,0.8230491876602173
centralised-beamsoup-coord,train,top-10-throughput,11,0.8257474899291992
centralised-beamsoup-coord,train,top-10-throughput,12,0.8291162252426147
centralised-beamsoup-coord,train,top-10-throughput,13,0.8429605960845947
centralised-beamsoup-coord,train,top-10-throughput,14,0.8441652655601501
centralised-beamsoup-coord,train,top-10-throughput,15,0.8432309031486511
centralised-beamsoup-coord,train,top-10-throughput,16,0.8446487188339233
centralised-beamsoup-coord,train,top-10-throughput,17,0.8484097123146057
centralised-beamsoup-coord,train,top-10-throughput,18,0.8509759902954102
centralised-beamsoup-coord,train,top-10-throughput,19,0.856599748134613
centralised-beamsoup-coord,train,top-10-throughput,20,0.8635671734809875
centralised-beamsoup-coord,train,top-10-throughput,21,0.8614625334739685
centralised-beamsoup-coord,train,top-10-throughput,22,0.8634968400001526
centralised-beamsoup-coord,train,top-10-throughput,23,0.8616361021995544
centralised-beamsoup-coord,train,top-10-throughput,24,0.8620483875274658
centralised-beamsoup-coord,train,top-10-throughput,25,0.8642839789390564
centralised-beamsoup-coord,train,top-10-throughput,26,0.8619751334190369
centralised-beamsoup-coord,train,top-10-throughput,27,0.8660706877708435
centralised-beamsoup-coord,train,top-10-throughput,28,0.8684154152870178
centralised-beamsoup-coord,train,top-10-throughput,29,0.8666327595710754
centralised-beamsoup-coord,validation,loss,0,8.813714981079102
centralised-beamsoup-coord,validation,loss,1,4.384101867675781
centralised-beamsoup-coord,validation,loss,2,5.418056011199951
centralised-beamsoup-coord,validation,loss,3,3.7655677795410156
centralised-beamsoup-coord,validation,loss,4,3.6248936653137207
centralised-beamsoup-coord,validation,loss,5,3.853578567504883
centralised-beamsoup-coord,validation,loss,6,3.301452398300171
centralised-beamsoup-coord,validation,loss,7,3.0685882568359375
centralised-beamsoup-coord,validation,loss,8,3.107241153717041
centralised-beamsoup-coord,validation,loss,9,3.076948404312134
centralised-beamsoup-coord,validation,loss,10,2.8355467319488525
centralised-beamsoup-coord,validation,loss,11,3.087416410446167
centralised-beamsoup-coord,validation,loss,12,2.8905677795410156
centralised-beamsoup-coord,validation,loss,13,2.838594913482666
centralised-beamsoup-coord,validation,loss,14,2.6566905975341797
centralised-beamsoup-coord,validation,loss,15,2.782581329345703
centralised-beamsoup-coord,validation,loss,16,2.787081241607666
centralised-beamsoup-coord,validation,loss,17,2.700174570083618
centralised-beamsoup-coord,validation,loss,18,2.850569486618042
centralised-beamsoup-coord,validation,loss,19,2.7576823234558105
centralised-beamsoup-coord,validation,loss,20,2.7616240978240967
centralised-beamsoup-coord,validation,loss,21,2.713690996170044
centralised-beamsoup-coord,validation,loss,22,2.6745309829711914
centralised-beamsoup-coord,validation,loss,23,2.7353084087371826
centralised-beamsoup-coord,validation,loss,24,2.713970184326172
centralised-beamsoup-coord,validation,loss,25,2.745084524154663
centralised-beamsoup-coord,validation,loss,26,2.6733152866363525
centralised-beamsoup-coord,validation,loss,27,2.658679246902466
centralised-beamsoup-coord,validation,loss,28,2.6592588424682617
centralised-beamsoup-coord,validation,loss,29,2.70127534866333
centralised-beamsoup-coord,validation,top-1-accuracy,0,0.012755102477967739
centralised-beamsoup-coord,validation,top-1-accuracy,1,0.009693877771496773
centralised-beamsoup-coord,validation,top-1-accuracy,2,0.11581632494926453
centralised-beamsoup-coord,validation,top-1-accuracy,3,0.16989795863628387
centralised-beamsoup-coord,validation,top-1-accuracy,4,0.1239795908331871
centralised-beamsoup-coord,validation,top-1-accuracy,5,0.11275510489940643
centralised-beamsoup-coord,validation,top-1-accuracy,6,0.2943877577781677
centralised-beamsoup-coord,validation,top-1-accuracy,7,0.18571428954601288
centralised-beamsoup-coord,validation,top-1-accuracy,8,0.2091836780309677
centralised-beamsoup-coord,validation,top-1-accuracy,9,0.2102040797472
centralised-beamsoup-coord,validation,top-1-accuracy,10,0.32397958636283875
centralised-beamsoup-coord,validation,top-1-accuracy,11,0.14642857015132904
centralised-beamsoup-coord,validation,top-1-accuracy,12,0.24540816247463226
centralised-beamsoup-coord,validation,top-1-accuracy,13,0.15408162772655487
centralised-beamsoup-coord,validation,top-1-accuracy,14,0.36836734414100647
centralised-beamsoup-coord,validation,top-1-accuracy,15,0.2857142984867096
centralised-beamsoup-coord,validation,top-1-accuracy,16,0.26224491000175476
centralised-beamsoup-coord,validation,top-1-accuracy,17,0.34591835737228394
centralised-beamsoup-coord,validation,top-1-accuracy,18,0.17091836035251617
centralised-beamsoup-coord,validation,top-1-accuracy,19,0.30306121706962585
centralised-beamsoup-coord,validation,top-1-accuracy,20,0.3025510311126709
centralised-beamsoup-coord,validation,top-1-accuracy,21,0.3163265287876129
centralised-beamsoup-coord,validation,top-1-accuracy,22,0.30102041363716125
centralised-beamsoup-coord,validation,top-1-accuracy,23,0.30816325545310974
centralised-beamsoup-coord,validation,top-1-accuracy,24,0.2918367385864258
centralised-beamsoup-coord,validation,top-1-accuracy,25,0.3015305995941162
centralised-beamsoup-coord,validation,top-1-accuracy,26,0.36734694242477417
centralised-beamsoup-coord,validation,top-1-accuracy,27,0.3362244963645935
centralised-beamsoup-coord,validation,top-1-accuracy,28,0.39540815353393555
centralised-beamsoup-coord,validation,top-1-accuracy,29,0.32499998807907104
centralised-beamsoup-coord,validation,top-10-accuracy,0,0.6372448801994324
centralised-beamsoup-coord,validation,top-10-accuracy,1,0.6928571462631226
centralised-beamsoup-coord,validation,top-10-accuracy,2,0.6846938729286194
centralised-beamsoup-coord,validation,top-10-accuracy,3,0.7280611991882324
centralised-beamsoup-coord,validation,top-10-accuracy,4,0.7571428418159485
centralised-beamsoup-coord,validation,top-10-accuracy,5,0.7571428418159485
centralised-beamsoup-coord,validation,top-10-accuracy,6,0.7346938848495483
centralised-beamsoup-coord,validation,top-10-accuracy,7,0.8193877339363098
centralised-beamsoup-coord,validation,top-10-accuracy,8,0.8255102038383484
centralised-beamsoup-coord,validation,top-10-accuracy,9,0.8096938729286194
centralised-beamsoup-coord,validation,top-10-accuracy,10,0.8535714149475098
centralised-beamsoup-coord,validation,top-10-accuracy,11,0.8418367505073547
centralised-beamsoup-coord,validation,top-10-accuracy,12,0.8494898080825806
centralised-beamsoup-coord,validation,top-10-accuracy,13,0.8326530456542969
centralised-beamsoup-coord,validation,top-10-accuracy,14,0.8561224341392517
centralised-beamsoup-coord,validation,top-10-accuracy,15,0.8551020622253418
centralised-beamsoup-coord,validation,top-10-accuracy,16,0.8688775300979614
centralised-beamsoup-coord,validation,top-10-accuracy,17,0.8602041006088257
centralised-beamsoup-coord,validation,top-10-accuracy,18,0.8663265109062195
centralised-beamsoup-coord,validation,top-10-accuracy,19,0.8882653117179871
centralised-beamsoup-coord,validation,top-10-accuracy,20,0.886734664440155
centralised-beamsoup-coord,validation,top-10-accuracy,21,0.8479591608047485
centralised-beamsoup-coord,validation,top-10-accuracy,22,0.8841836452484131
centralised-beamsoup-coord,validation,top-10-accuracy,23,0.8653061389923096
centralised-beamsoup-coord,validation,top-10-accuracy,24,0.9030612111091614
centralised-beamsoup-coord,validation,top-10-accuracy,25,0.856632649898529
centralised-beamsoup-coord,validation,top-10-accuracy,26,0.8683673739433289
centralised-beamsoup-coord,validation,top-10-accuracy,27,0.8928571343421936
centralised-beamsoup-coord,validation,top-10-accuracy,28,0.8836734890937805
centralised-beamsoup-coord,validation,top-10-accuracy,29,0.8831632733345032
centralised-beamsoup-coord,validation,top-1-throughput,0,0.01588095724582672
centralised-beamsoup-coord,validation,top-1-throughput,1,0.03543301299214363
centralised-beamsoup-coord,validation,top-1-throughput,2,0.16152802109718323
centralised-beamsoup-coord,validation,top-1-throughput,3,0.2830170691013336
centralised-beamsoup-coord,validation,top-1-throughput,4,0.22239191830158234
centralised-beamsoup-coord,validation,top-1-throughput,5,0.14719386398792267
centralised-beamsoup-coord,validation,top-1-throughput,6,0.40563252568244934
centralised-beamsoup-coord,validation,top-1-throughput,7,0.292289137840271
centralised-beamsoup-coord,validation,top-1-throughput,8,0.3207189738750458
centralised-beamsoup-coord,validation,top-1-throughput,9,0.2980997860431671
centralised-beamsoup-coord,validation,top-1-throughput,10,0.43799975514411926
centralised-beamsoup-coord,validation,top-1-throughput,11,0.22122810781002045
centralised-beamsoup-coord,validation,top-1-throughput,12,0.3568512201309204
centralised-beamsoup-coord,validation,top-1-throughput,13,0.26156312227249146
centralised-beamsoup-coord,validation,top-1-throughput,14,0.47406628727912903
centralised-beamsoup-coord,validation,top-1-throughput,15,0.4004196524620056
centralised-beamsoup-coord,validation,top-1-throughput,16,0.38197001814842224
centralised-beamsoup-coord,validation,top-1-throughput,17,0.4512230455875397
centralised-beamsoup-coord,validation,top-1-throughput,18,0.2948154807090759
centralised-beamsoup-coord,validation,top-1-throughput,19,0.42722228169441223
centralised-beamsoup-coord,validation,top-1-throughput,20,0.43810054659843445
centralised-beamsoup-coord,validation,top-1-throughput,21,0.4215325117111206
centralised-beamsoup-coord,validation,top-1-throughput,22,0.4301562011241913
centralised-beamsoup-coord,validation,top-1-throughput,23,0.44741618633270264
centralised-beamsoup-coord,validation,top-1-throughput,24,0.4105026423931122
centralised-beamsoup-coord,validation,top-1-throughput,25,0.42634573578834534
centralised-beamsoup-coord,validation,top-1-throughput,26,0.4736734926700592
centralised-beamsoup-coord,validation,top-1-throughput,27,0.4663141965866089
centralised-beamsoup-coord,validation,top-1-throughput,28,0.508050799369812
centralised-beamsoup-coord,validation,top-1-throughput,29,0.43995383381843567
centralised-beamsoup-coord,validation,top-10-throughput,0,0.7429159283638
centralised-beamsoup-coord,validation,top-10-throughput,1,0.7739115953445435
centralised-beamsoup-coord,validation,top-10-throughput,2,0.7503761053085327
centralised-beamsoup-coord,validation,top-10-throughput,3,0.7943252325057983
centralised-beamsoup-coord,validation,top-10-throughput,4,0.8257154822349548
centralised-beamsoup-coord,validation,top-10-throughput,5,0.809344470500946
centralised-beamsoup-coord,validation,top-10-throughput,6,0.8390345573425293
centralised-beamsoup-coord,validation,top-10-throughput,7,0.8639791011810303
centralised-beamsoup-coord,validation,top-10-throughput,8,0.8756746053695679
centralised-beamsoup-coord,validation,top-10-throughput,9,0.8525187373161316
centralised-beamsoup-coord,validation,top-10-throughput,10,0.9046960473060608
centralised-beamsoup-coord,validation,top-10-throughput,11,0.8827781677246094
centralised-beamsoup-coord,validation,top-10-throughput,12,0.8958565592765808
centralised-beamsoup-coord,validation,top-10-throughput,13,0.8863220810890198
centralised-beamsoup-coord,validation,top-10-throughput,14,0.8995705842971802
centralised-beamsoup-coord,validation,top-10-throughput,15,0.9001424908638
centralised-beamsoup-coord,validation,top-10-throughput,16,0.9077602624893188
centralised-beamsoup-coord,validation,top-10-throughput,17,0.906539261341095
centralised-beamsoup-coord,validation,top-10-throughput,18,0.9111256003379822
centralised-beamsoup-coord,validation,top-10-throughput,19,0.9217862486839294
centralised-beamsoup-coord,validation,top-10-throughput,20,0.9220439195632935
centralised-beamsoup-coord,validation,top-10-throughput,21,0.8919170498847961
centralised-beamsoup-coord,validation,top-10-throughput,22,0.9252864122390747
centralised-beamsoup-coord,validation,top-10-throughput,23,0.9119060635566711
centralised-beamsoup-coord,validation,top-10-throughput,24,0.9427369236946106
centralised-beamsoup-coord,validation,top-10-throughput,25,0.9147750735282898
centralised-beamsoup-coord,validation,top-10-throughput,26,0.9072083234786987
centralised-beamsoup-coord,validation,top-10-throughput,27,0.9294636845588684
centralised-beamsoup-coord,validation,top-10-throughput,28,0.9183338284492493
centralised-beamsoup-coord,validation,top-10-throughput,29,0.9166812300682068
centralised-husky-fusion,train,loss,0,3.2881736755371094
centralised-husky-fusion,train,loss,1,2.3479626178741455
centralised-husky-fusion,train,loss,2,2.2129440307617188
centralised-husky-fusion,train,loss,3,2.1461288928985596
centralised-husky-fusion,train,loss,4,2.088268518447876
centralised-husky-fusion,train,loss,5,2.0447733402252197
centralised-husky-fusion,train,loss,6,2.0095791816711426
centralised-husky-fusion,train,loss,7,1.9712488651275635
centralised-husky-fusion,train,loss,8,1.9376393556594849
centralised-husky-fusion,train,loss,9,1.9100368022918701
centralised-husky-fusion,train,loss,10,1.8773192167282104
centralised-husky-fusion,train,loss,11,1.8398020267486572
centralised-husky-fusion,train,loss,12,1.8136461973190308
centralised-husky-fusion,train,loss,13,1.7763912677764893
centralised-husky-fusion,train,loss,14,1.7488523721694946
centralised-husky-fusion,train,loss,15,1.7133336067199707
centralised-husky-fusion,train,loss,16,1.6843881607055664
centralised-husky-fusion,train,loss,17,1.658589243888855
centralised-husky-fusion,train,loss,18,1.6174607276916504
centralised-husky-fusion,train,loss,19,1.596449851989746
centralised-husky-fusion,train,loss,20,1.5674580335617065
centralised-husky-fusion,train,loss,21,1.5428446531295776
centralised-husky-fusion,train,loss,22,1.5076159238815308
centralised-husky-fusion,train,loss,23,1.4958186149597168
centralised-husky-fusion,train,loss,24,1.4658913612365723
centralised-husky-fusion,train,loss,25,1.4517014026641846
centralised-husky-fusion,train,loss,26,1.4249694347381592
centralised-husky-fusion,train,loss,27,1.406118392944336
centralised-husky-fusion,train,loss,28,1.379839301109314
centralised-husky-fusion,train,loss,29,1.377996802330017
centralised-husky-fusion,train,top-1-accuracy,0,0.29976174235343933
centralised-husky-fusion,train,top-1-accuracy,1,0.4189950227737427
centralised-husky-fusion,train,top-1-accuracy,2,0.4557071626186371
centralised-husky-fusion,train,top-1-accuracy,3,0.4733593165874481
centralised-husky-fusion,train,top-1-accuracy,4,0.4838639795780182
centralised-husky-fusion,train,top-1-accuracy,5,0.49620965123176575
centralised-husky-fusion,train,top-1-accuracy,6,0.5111544132232666
centralised-husky-fusion,train,top-1-accuracy,7,0.516569197177887
centralised-husky-fusion,train,top-1-accuracy,8,0.5257743000984192
centralised-husky-fusion,train,top-1-accuracy,9,0.5257743000984192
centralised-husky-fusion,train,top-1-accuracy,10,0.5349794030189514
centralised-husky-fusion,train,top-1-accuracy,11,0.5452674627304077
centralised-husky-fusion,train,top-1-accuracy,12,0.5450509190559387
centralised-husky-fusion,train,top-1-accuracy,13,0.5510071516036987
centralised-husky-fusion,train,top-1-accuracy,14,0.5597790479660034
centralised-husky-fusion,train,top-1-accuracy,15,0.5679012537002563
centralised-husky-fusion,train,top-1-accuracy,16,0.572991132736206
centralised-husky-fusion,train,top-1-accuracy,17,0.582412838935852
centralised-husky-fusion,train,top-1-accuracy,18,0.5868529081344604
centralised-husky-fusion,train,top-1-accuracy,19,0.5970327258110046
centralised-husky-fusion,train,top-1-accuracy,20,0.5927008986473083
centralised-husky-fusion,train,top-1-accuracy,21,0.6016893982887268
centralised-husky-fusion,train,top-1-accuracy,22,0.6091617941856384
centralised-husky-fusion,train,top-1-accuracy,23,0.6172839403152466
centralised-husky-fusion,train,top-1-accuracy,24,0.613277018070221
centralised-husky-fusion,train,top-1-accuracy,25,0.6202079057693481
centralised-husky-fusion,train,top-1-accuracy,26,0.6244314312934875
centralised-husky-fusion,train,top-1-accuracy,27,0.6280052065849304
centralised-husky-fusion,train,top-1-accuracy,28,0.6341780424118042
centralised-husky-fusion,train,top-1-accuracy,29,0.6387264728546143
centralised-husky-fusion,train,top-10-accuracy,0,0.793480634689331
centralised-husky-fusion,train,top-10-accuracy,1,0.8804418444633484
centralised-husky-fusion,train,top-10-accuracy,2,0.896144688129425
centralised-husky-fusion,train,top-10-accuracy,3,0.9058912992477417
centralised-husky-fusion,train,top-10-accuracy,4,0.9141217470169067
centralised-husky-fusion,train,top-10-accuracy,5,0.9195364713668823
centralised-husky-fusion,train,top-10-accuracy,6,0.9238682985305786
centralised-husky-fusion,train,top-10-accuracy,7,0.9266840219497681
centralised-husky-fusion,train,top-10-accuracy,8,0.9296079874038696
centralised-husky-fusion,train,top-10-accuracy,9,0.93502277135849
centralised-husky-fusion,train,top-10-accuracy,10,0.9393545389175415
centralised-husky-fusion,train,top-10-accuracy,11,0.9419536590576172
centralised-husky-fusion,train,top-10-accuracy,12,0.9454191327095032
centralised-husky-fusion,train,top-10-accuracy,13,0.9463937878608704
centralised-husky-fusion,train,top-10-accuracy,14,0.9546242356300354
centralised-husky-fusion,train,top-10-accuracy,15,0.9580896496772766
centralised-husky-fusion,train,top-10-accuracy,16,0.9622048735618591
centralised-husky-fusion,train,top-10-accuracy,17,0.9652371406555176
centralised-husky-fusion,train,top-10-accuracy,18,0.9697855710983276
centralised-husky-fusion,train,top-10-accuracy,19,0.969244122505188
centralised-husky-fusion,train,top-10-accuracy,20,0.9732510447502136
centralised-husky-fusion,train,top-10-accuracy,21,0.9731427431106567
centralised-husky-fusion,train,top-10-accuracy,22,0.9748754501342773
centralised-husky-fusion,train,top-10-accuracy,23,0.978665828704834
centralised-husky-fusion,train,top-10-accuracy,24,0.9800736308097839
centralised-husky-fusion,train,top-10-accuracy,25,0.9810482859611511
centralised-husky-fusion,train,top-10-accuracy,26,0.9822395443916321
centralised-husky-fusion,train,top-10-accuracy,27,0.983430802822113
centralised-husky-fusion,train,top-10-accuracy,28,0.9839722514152527
centralised-husky-fusion,train,top-10-accuracy,29,0.9841888546943665
centralised-husky-fusion,train,top-1-throughput,0,0.40840619802474976
centralised-husky-fusion,train,top-1-throughput,1,0.5447880625724792
centralised-husky-fusion,train,top-1-throughput,2,0.5911502242088318
centralised-husky-fusion,train,top-1-throughput,3,0.6095059514045715
centralised-husky-fusion,train,top-1-throughput,4,0.6242885589599609
centralised-husky-fusion,train,top-1-throughput,5,0.6373587250709534
centralised-husky-fusion,train,top-1-throughput,6,0.648745596408844
centralised-husky-fusion,train,top-1-throughput,7,0.6612519025802612
centralised-husky-fusion,train,top-1-throughput,8,0.6684885621070862
centralised-husky-fusion,train,top-1-throughput,9,0.6717952489852905
centralised-husky-fusion,train,top-1-throughput,10,0.6845535635948181
centralised-husky-fusion,train,top-1-throughput,11,0.6918489933013916
centralised-husky-fusion,train,top-1-throughput,12,0.6988581418991089
centralised-husky-fusion,train,top-1-throughput,13,0.7035287022590637
centralised-husky-fusion,train,top-1-throughput,14,0.7080957293510437
centralised-husky-fusion,train,top-1-throughput,15,0.7185877561569214
centralised-husky-fusion,train,top-1-throughput,16,0.7291505932807922
centralised-husky-fusion,train,top-1-throughput,17,0.7358918786048889
centralised-husky-fusion,train,top-1-throughput,18,0.7443621158599854
centralised-husky-fusion,train,top-1-throughput,19,0.7562752366065979
centralised-husky-fusion,train,top-1-throughput,20,0.7593277096748352
centralised-husky-fusion,train,top-1-throughput,21,0.7648047208786011
centralised-husky-fusion,train,top-1-throughput,22,0.7768306732177734
centralised-husky-fusion,train,top-1-throughput,23,0.7781891226768494
centralised-husky-fusion,train,top-1-throughput,24,0.7823832631111145
centralised-husky-fusion,train,top-1-throughput,25,0.7890383005142212
centralised-husky-fusion,train,top-1-throughput,26,0.7972645163536072
centralised-husky-fusion,train,top-1-throughput,27,0.8003870844841003
centralised-husky-fusion,train,top-1-throughput,28,0.8097842335700989
centralised-husky-fusion,train,top-1-throughput,29,0.8130328059196472
centralised-husky-fusion,train,top-10-throughput,0,0.8588142395019531
centralised-husky-fusion,train,top-10-throughput,1,0.9295883178710938
centralised-husky-fusion,train,top-10-throughput,2,0.9424594640731812
